Winery,Year,Wine_ID,Wine,Rating,Reviews,Price,Region,Primary_Grape,Natural,Country,Style,Country_Code
Barahonda,2019,5461188,Organic Monastrell - Merlot 2019,3.8,304,5.9,Yecla,Tempranillo,False,Spain,Red,ESP
Bienbebido,2014,1870840,Come Pollo y Bebe Vino 2014,2.8,82,5.9,Rioja,Tempranillo,False,Spain,Red,ESP
Bodegas Fontana,2019,1181172,Dominio de Fontana Roble Tempranillo - Syrah 2019,3.7,76,5.9,Castilla,Tempranillo,False,Spain,Red,ESP
Puerta Vieja,2018,10331,Crianza 2018,3.4,237,5.9,Rioja,Tempranillo,False,Spain,Red,ESP
Alcorta,2020,6622012,Atrevido Verdejo 2020,3.5,65,5.9,Rueda,Tempranillo,False,Spain,White,ESP
Marqués de Cáceres,2020,2405791,Rueda Verdejo 2020,3.8,1173,5.9,Rueda,Tempranillo,False,Spain,White,ESP
Aldonia,2019,1620419,Vendimia 2019,3.6,35,5.9,Rioja,Tempranillo,False,Spain,Red,ESP
Oliver Conti,2018,6623844,Indispensable Negre 2018,3.4,260,5.9,Empordà,Tempranillo,False,Spain,Red,ESP
Williams & Humbert,N.V.,2674671,Pando Fino N.V.,3.3,118,5.9,Jerez Fino,Tempranillo,False,Spain,Fortified,ESP
Azabache,2018,2841429,Crianza Vendimia Seleccionada 2018,3.6,212,5.9,Rioja,Tempranillo,False,Spain,Red,ESP
Bodegas Faustino,2020,1178638,Tinto 2020,3.4,48,5.9,Rioja,Tempranillo,False,Spain,Red,ESP
Alcorta,2019,6447370,Roble 2019,3.5,39,5.9,Ribera del Duero,Tempranillo,False,Spain,Red,ESP
Bodegas Valdelana,2020,9172118,Familia Valdelana Cosecha 2020,3.3,81,5.9,Rioja,Tempranillo,False,Spain,Red,ESP
Finca La Solana,2020,4381882,Organic Verdecillo 2020,3.6,74,5.9,Murcia,Tempranillo,False,Spain,Red,ESP
Bienbebido,2017,2166959,Come Pulpo y Bebe Vino 2017,3.4,171,5.9,Vino de España,Tempranillo,False,Spain,White,ESP
Ramón Bilbao,2020,3085613,Verdejo Rueda 2020,3.7,732,5.9,Rueda,Tempranillo,False,Spain,White,ESP
Peñamonte,2018,1381112,5 Meses en Barrica 2018,3.4,47,5.9,Castilla y León,Tempranillo,False,Spain,Red,ESP
Arnegui,2017,1131347,Crianza Rioja 2017,3.5,177,5.9,Rioja,Tempranillo,False,Spain,Red,ESP
Baron de Ley,2020,21582,Blanco 2020,3.6,81,5.9,Rioja,Tempranillo,False,Spain,White,ESP
Laus,2017,1130857,Crianza 2017,3.3,70,5.9,Somontano,Tempranillo,False,Spain,Red,ESP
Bienbebido,2016,1870834,Come Vaca y Bebe Vino 2016,3.4,25,5.9,Rioja,Tempranillo,False,Spain,Red,ESP
Cuatro Rayas,2020,8761218,Vendimia Nocturna Verdejo 2020,3.7,247,5.9,Rueda,Tempranillo,False,Spain,White,ESP
Castillo Perelada,2019,1222784,Emporda Blanc de Blancs 2019,3.6,182,5.9,Empordà,Tempranillo,False,Spain,White,ESP
Fuentespina,2019,5954096,3 Meses 2019,3.5,26,5.9,Ribera del Duero,Tempranillo,False,Spain,Red,ESP
Volver,2020,1472222,Tarima Blanco 2020,4.0,39,5.9,Alicante,Tempranillo,False,Spain,White,ESP
Bodega Otto Bestué,2020,6798141,Garnacha 2020,3.5,49,5.9,Somontano,Tempranillo,False,Spain,Red,ESP
Castaño,2017,2686164,GSM (Garnacha - Syrah - Monastrell) 2017,3.4,304,5.9,Yecla,Tempranillo,False,Spain,Red,ESP
Gran Cerdo,2020,1367703,Tempranillo 2020,3.7,56,5.9,Rioja,Tempranillo,False,Spain,Red,ESP
Cuatro Rayas,2020,8308011,Vendimia Nocturna Sauvignon 2020,3.7,93,5.9,Rueda,Tempranillo,False,Spain,White,ESP
Sonsierra,2018,4661999,Tempranillo Blanco 2018,3.6,53,5.9,Rioja Alta,Tempranillo,False,Spain,White,ESP
Marqués de la Concordia,2019,6936101,Rioja Santiago Segundo Año 2019,3.6,288,5.9,Rioja,Tempranillo,False,Spain,Red,ESP
Cuatro Pasos,2020,1258529,Pizarras de Otero Mencia 2020,3.7,124,5.9,Bierzo,Tempranillo,False,Spain,Red,ESP
Marqués de Cáceres,2019,2405791,Rueda Verdejo 2019,3.7,1638,5.9,Rueda,Tempranillo,False,Spain,White,ESP
Marqués de Cáceres,2018,2405791,Rueda Verdejo 2018,3.6,1221,5.9,Rueda,Tempranillo,False,Spain,White,ESP
Alcorta,2017,7032905,Audaz Crianza 2017,3.3,327,5.9,Rioja,Tempranillo,False,Spain,Red,ESP
Bodegas Ponce,2020,1643710,Depaula Monastrell 2020,3.6,43,5.9,Jumilla,Tempranillo,False,Spain,Red,ESP
Hoya de Cadenas,2020,2196902,Chardonnay 2020,3.4,29,5.9,Utiel-Requena,Tempranillo,False,Spain,White,ESP
Hoya de Cadenas,2016,4662725,Shiraz Crianza 2016,3.2,69,5.9,Utiel-Requena,Tempranillo,False,Spain,Red,ESP
Bo,2019,1206516,Bobal Único 2019,3.6,40,5.9,Utiel-Requena,Tempranillo,False,Spain,Red,ESP
Hoya de Cadenas,2018,6117701,Cabernet Sauvignon Crianza 2018,3.7,53,5.9,Utiel-Requena,Tempranillo,False,Spain,Red,ESP
Hoya de Cadenas,2018,6260591,Merlot Crianza 2018,3.7,48,5.9,Utiel-Requena,Tempranillo,False,Spain,Red,ESP
Federico Paternina,2016,1182290,Rioja Reserva 2016,3.6,373,5.93,Rioja,Tempranillo,False,Spain,Red,ESP
Juan Gil,2020,1134571,Jumilla Yellow Label 2020,3.9,319,5.93,Jumilla,Tempranillo,False,Spain,Red,ESP
Nuntius,2016,3081702,Crianza 2016,3.4,45,5.94,Rioja,Tempranillo,False,Spain,Red,ESP
Queen of Kings,N.V.,3759849,Sauvignon Blanc Brut Nature N.V.,3.3,118,5.94,Alicante,Tempranillo,False,Spain,Sparkling,ESP
Bodegas Peñascal,N.V.,1564761,Ponte Vecchio Moscato N.V.,3.5,90,5.94,Castilla y León,Tempranillo,False,Spain,Sparkling,ESP
Francisco Gomez,2014,1223613,Fruto Noble Crianza 2014,3.5,44,5.94,Alicante,Tempranillo,False,Spain,Red,ESP
Castillo de Maetierra,2014,3869645,Atlantis Mencia 2014,3.1,48,5.94,Bierzo,Tempranillo,False,Spain,Red,ESP
Bruno Murciano,2019,9463434,Pieles Doradas 2019,3.4,41,5.94,Valencia,Tempranillo,False,Spain,White,ESP
Raimat,2019,2057155,Clamor Tinto 2019,3.3,381,5.95,Costers del Segre,Tempranillo,False,Spain,Red,ESP
Palacio de Bornos,N.V.,4243274,"Rosado 5,5° Frizzante N.V.",3.8,67,5.95,Castilla y León,Tempranillo,False,Spain,Sparkling,ESP
Pagos de Aráiz,2018,1552352,Crianza 2018,3.9,41,5.95,Navarra,Tempranillo,False,Spain,Red,ESP
Urbion,2017,1903520,Cuvée Tinto 2017,3.4,91,5.95,Rioja,Tempranillo,False,Spain,Red,ESP
El Miracle,2020,8031308,No. 03 Blanco 2020,3.4,41,5.95,Valencia,Tempranillo,False,Spain,White,ESP
La Maldita,2019,5727548,Garnacha Rosé 2019,3.7,79,5.95,Rioja,Tempranillo,False,Spain,Rose,ESP
Empordàlia,2019,2026400,Sinols Criança 2019,3.8,72,5.95,Empordà,Tempranillo,False,Spain,Red,ESP
Finca Antigua,2017,13940,Petit Verdot 2017,3.6,47,5.95,La Mancha,Tempranillo,False,Spain,Red,ESP
Marqués de Riscal,2019,1282180,Riscal Tempranillo 2019,3.7,641,5.95,Castilla y León,Tempranillo,False,Spain,Red,ESP
Blanco Nieva,2020,1188745,Menganito Verdejo 2020,3.7,39,5.95,Rueda,Tempranillo,False,Spain,White,ESP
Barbadillo,N.V.,2240331,Manzanilla Solear N.V.,3.3,1253,5.95,Manzanilla,Tempranillo,False,Spain,Fortified,ESP
Emendis,2020,6394928,Ull de Llebre - Sumoll 2020,3.3,74,5.95,Panadés,Tempranillo,False,Spain,Red,ESP
Segura Viudas,N.V.,1216994,Aria Cava Brut Nature N.V.,3.4,1253,5.95,Cava,Tempranillo,False,Spain,Sparkling,ESP
Mas Foraster,2018,4001657,Josep Foraster els Nanos Collita 2018,3.4,286,5.95,Conca de Barberà,Tempranillo,False,Spain,Red,ESP
Merayo,2019,1875485,Mencia Bierzo 2019,3.5,163,5.95,Bierzo,Tempranillo,False,Spain,Red,ESP
Domènech.Vidal,2020,1253094,Masia Freyé Parellada - Muscat 2020,3.9,169,5.95,Panadés,Tempranillo,False,Spain,White,ESP
Particular,2018,4311709,Garnacha 2018,3.5,163,5.95,Cariñena,Tempranillo,False,Spain,Red,ESP
Bodegas Arraez,2019,1165903,Mala Vida 2019,3.7,195,5.95,Valencia,Tempranillo,False,Spain,Red,ESP
Bodega Sommos,2020,9742497,Chardonnay Roble 2020,3.6,111,5.95,Somontano,Tempranillo,False,Spain,White,ESP
Luzon,2020,1378087,Jumilla Monastrell Orgánico San Sulfitos 2020,3.4,49,5.95,Jumilla,Tempranillo,False,Spain,Red,ESP
Cuatro Rayas,2019,1422412,Verdejo 2019,3.6,345,5.95,Rueda,Tempranillo,False,Spain,White,ESP
Pinord,2020,13073,Penedès Blanc de Blancs Clos de Torribas 2020,3.4,40,5.95,Panadés,Tempranillo,False,Spain,White,ESP
Bodegas Torre del Veguer,2018,7026150,Like! 2018,3.4,56,5.95,Panadés,Tempranillo,False,Spain,White,ESP
La Camioneta,N.V.,6826968,Verdejo Frizzante Low Alcohol N.V.,3.6,53,5.95,La Mancha,Tempranillo,False,Spain,Sparkling,ESP
José Estévez,2020,5602628,Castillo de Miraflores Semidulce 2020,3.7,61,5.95,Rueda,Tempranillo,False,Spain,Dessert,ESP
Juan Gil,2018,1134571,Jumilla Yellow Label 2018,3.7,1104,5.95,Jumilla,Tempranillo,False,Spain,Red,ESP
El Coto,2020,8617,Blanco 2020,3.5,1100,5.95,Rioja Alta,Tempranillo,False,Spain,White,ESP
Bodega Pirineos,2019,1110216,Chardonnay - Gewürztraminer - Sauvignon Blanc 2019,3.7,174,5.95,Somontano,Tempranillo,False,Spain,White,ESP
Bodegas Paco Mulero,2020,7108581,Prisma Verdejo 2020,3.7,38,5.95,Rueda,Tempranillo,False,Spain,White,ESP
Contreras Ruiz,2020,1708262,Édalo Blanc 2020,3.3,44,5.95,Condado de Huelva,Tempranillo,False,Spain,White,ESP
Familia Bastida,2018,5210302,Biftu Bobal 2018,3.9,38,5.95,Utiel-Requena,Tempranillo,False,Spain,Red,ESP
Coelus,2016,1436976,Crianza Tempranillo 2016,3.8,62,5.95,Rioja,Tempranillo,False,Spain,Red,ESP
Bodega Otto Bestué,2019,1245634,Chardonnay 2019,3.7,53,5.95,Somontano,Tempranillo,False,Spain,White,ESP
Peique,2019,2413128,Mencía 2019,3.4,46,5.95,Bierzo,Tempranillo,False,Spain,Red,ESP
Equilibrio,2020,7409287,Sauvignon Blanc 2020,3.7,52,5.95,Jumilla,Tempranillo,False,Spain,White,ESP
Vía de la Plata,N.V.,1757611,Cava Brut Nature N.V.,3.6,583,5.95,Cava,Tempranillo,False,Spain,Sparkling,ESP
Bodegas Carramimbre,2020,1154406,Carramimbre Verdejo 2020,3.7,75,5.95,Rueda,Tempranillo,False,Spain,White,ESP
Castillo de Maetierra,N.V.,5449951,Libalis Frizz 5.5 N.V.,3.8,388,5.95,Valles de Sadacia,Tempranillo,False,Spain,White,ESP
Bodegas Olarra,2019,1470685,Añares Crianza Rioja 2019,3.7,33,5.95,Rioja,Tempranillo,False,Spain,Red,ESP
Viñedos y Bodegas Pablo,2019,94602,Menguante Garnacha 2019,3.8,41,5.95,Cariñena,Tempranillo,False,Spain,Red,ESP
Viñedos y Bodegas Pablo,2019,2421446,Menguante Tempranillo 2019,3.8,354,5.95,Cariñena,Tempranillo,False,Spain,Red,ESP
Bodegas Langa,N.V.,6956992,Reyes de Aragón El Casto Brut Reserva N.V.,3.6,97,5.95,Cava,Tempranillo,False,Spain,Sparkling,ESP
Terrer de La Creu,N.V.,1161196,Cava Brut Nature N.V.,3.3,116,5.95,Cava,Tempranillo,False,Spain,Sparkling,ESP
Varias,2020,1610127,Pere Punyetes Negre 2020,3.6,30,5.95,Panadés,Tempranillo,False,Spain,Red,ESP
Raimat,2019,1145711,Abadia Cabernet Sauvignon - Tempranillo 2019,3.5,228,5.95,Costers del Segre,Tempranillo,False,Spain,Red,ESP
Yllera,2019,2324568,Verdejo Vendimia Nocturna 2019,3.7,219,5.95,Rueda,Tempranillo,False,Spain,White,ESP
Breca,2019,5748100,Garnacha de Fuego 2019,3.7,271,5.95,Calatayud,Tempranillo,False,Spain,Red,ESP
Domènech.Vidal,2019,1540507,Masia Freyé Syrah - Tempranillo 2019,3.7,28,5.95,Panadés,Tempranillo,False,Spain,Red,ESP
Viña Mayor,2020,1937789,Rueda Verdejo 2020,3.8,416,5.95,Rueda,Tempranillo,False,Spain,White,ESP
Sierra Cantabria,2019,1149692,Selección 2019,3.9,78,5.95,Rioja,Tempranillo,False,Spain,Red,ESP
Yllera,2020,2324568,Verdejo Vendimia Nocturna 2020,3.8,172,5.95,Rueda,Tempranillo,False,Spain,White,ESP
Bodegas La Soterraña,2020,1720083,Eresma V&R Verdejo 2020,3.7,49,5.95,Rueda,Tempranillo,False,Spain,White,ESP
Telmo Rodriguez,2019,2568897,Al-Muvedre Tinto Monastrell 2019,3.5,121,5.95,Alicante,Tempranillo,False,Spain,Red,ESP
Cellers Tarroné,2020,3424635,Merian Garnatxa Blanca 2020,3.7,80,5.97,Terra Alta,Tempranillo,False,Spain,White,ESP
Castillo Perelada,2017,3343395,3 Finques (Fincas) Crianza 2017,3.6,519,5.97,Empordà,Tempranillo,False,Spain,Red,ESP
Campillo,2018,1910299,El Niño de Campillo Rioja 2018,3.6,428,5.97,Rioja,Tempranillo,False,Spain,Red,ESP
Carlos Moro,2020,5805134,Oinoz Verdejo 2020,3.8,93,5.98,Rueda,Tempranillo,False,Spain,White,ESP
Marqués de Cáceres,2020,10257,Rioja Satinela Blanco Semidulce 2020,4.2,561,5.98,Rioja,Tempranillo,False,Spain,White,ESP
Pío del Ramo,2016,1913616,Pio Ecológico Tinto 2016,3.5,36,5.98,Murcia,Tempranillo,False,Spain,Red,ESP
Andrés Díaz,2020,2069537,dÓrio Garnacha Cepas Viejas 2020,3.7,43,5.98,Madrid,Tempranillo,False,Spain,Red,ESP
Yllera,2018,1149907,12 Meses en Barrica Tempranillo 2018,3.7,88,5.99,Ribera del Duero,Tempranillo,False,Spain,Red,ESP
El Miracle,N.V.,76612,Cava Brut Rosé N.V.,3.5,238,5.99,Cava,Tempranillo,False,Spain,Sparkling,ESP
Hoya de Cadenas,N.V.,2552518,Cava Brut N.V.,3.6,475,5.99,Cava,Tempranillo,False,Spain,Sparkling,ESP
Celler Ronadelles - Cap de Ruc,2016,1543238,Flor del Montsant Criança 2016,3.6,152,5.99,Montsant,Tempranillo,False,Spain,Red,ESP
El Miracle,N.V.,1207036,Cava Brut N.V.,3.3,3126,5.99,Cava,Tempranillo,False,Spain,Sparkling,ESP
Equilibrio,2019,7409287,Sauvignon Blanc 2019,4.0,48,5.99,Jumilla,Tempranillo,False,Spain,White,ESP
Castillo de Aresan,2019,7579377,El Rosé de Aresan Garnacha - Cabernet 2019,3.8,138,5.99,Castilla,Tempranillo,False,Spain,Rose,ESP
Bodegas Castelo de Medina,2019,8453267,Castelo Roble 2019,3.6,66,5.99,Castilla y León,Tempranillo,False,Spain,Red,ESP
Altanza,2017,1247469,Edulis de Altanza Rioja Crianza 2017,3.7,465,5.99,Rioja,Tempranillo,False,Spain,Red,ESP
Familia Torres,2019,28584,Viña Sol Rosado 2019,3.5,507,5.99,Cataluña,Tempranillo,False,Spain,Rose,ESP
Vivanco,2020,1250389,Rioja Blanco 2020,3.6,55,6.0,Rioja,Tempranillo,False,Spain,White,ESP
Luzon,2019,6065522,Colección Monastrell 2019,3.5,88,6.0,Jumilla,Tempranillo,False,Spain,Red,ESP
Gran Feudo,2019,1136073,Chardonnay 2019,3.6,70,6.0,Navarra,Tempranillo,False,Spain,White,ESP
Bodegas Piqueras,2015,1184425,Valcanto Syrah 2015,3.8,63,6.0,Almansa,Tempranillo,False,Spain,Red,ESP
Medievo,2018,1132840,Crianza 2018,3.7,73,6.0,Rioja,Tempranillo,False,Spain,Red,ESP
Altavins,2020,2019815,Almodí Petit Blanc 2020,3.6,62,6.0,Terra Alta,Tempranillo,False,Spain,White,ESP
Shaya,2020,9787619,Vidilla Verdejo Ecológico 2020,3.8,39,6.0,Rueda,Tempranillo,False,Spain,White,ESP
Camino del Puerto,2019,5502991,Verdejo 2019,3.3,25,6.0,Rueda,Tempranillo,False,Spain,White,ESP
Bodega Tandem,2018,1158660,Ars In Vitro 2018,3.6,29,6.0,Navarra,Tempranillo,False,Spain,Red,ESP
Gramona,N.V.,1266381,Mustillant Blanc N.V.,3.5,1019,6.0,Panadés,Tempranillo,False,Spain,Sparkling,ESP
Louis de Vernier,N.V.,2507683,Cava Brut Nature N.V.,3.4,169,6.0,Cava,Tempranillo,False,Spain,Sparkling,ESP
Acontia,2018,2600364,Criado Sobre Lias Verdejo 2018,3.9,39,6.02,Castilla y León,Tempranillo,False,Spain,White,ESP
Puerta Vieja,2017,10331,Crianza 2017,3.5,320,6.03,Rioja,Tempranillo,False,Spain,Red,ESP
Casa Rojo,2020,9531470,La Gabacha Sauvignon Blanc 2020,3.8,139,6.04,Rueda,Tempranillo,False,Spain,White,ESP
Lustau,N.V.,2290178,Macarena Manzanilla Sanlucar de Barrameda N.V.,3.6,301,6.05,Manzanilla,Tempranillo,False,Spain,Fortified,ESP
Domènech.Vidal,2020,1278342,Masia Freyé Xarel-lo - Chardonnay 2020,3.5,47,6.05,Cataluña,Tempranillo,False,Spain,White,ESP
Habla,2020,1978855,de La Tierra 2020,3.6,119,6.07,Extremadura,Tempranillo,False,Spain,Red,ESP
Pago del Cielo,2020,8456772,Celeste Verdejo 2020,3.8,575,6.075,Rueda,Tempranillo,False,Spain,White,ESP
Familia Torres,2020,1181510,Verdeo Verdejo 2020,3.6,340,6.075,Rueda,Tempranillo,False,Spain,White,ESP
Rioja Santiago,2016,1228592,Crianza 2016,3.8,452,6.1,Rioja,Tempranillo,False,Spain,Red,ESP
Campo Viejo,2017,4387046,Crianza Vendimia Seleccionada 2017,3.7,166,6.1,Rioja,Tempranillo,False,Spain,Red,ESP
Rioja Santiago,2017,1228592,Crianza 2017,3.5,154,6.1,Rioja,Tempranillo,False,Spain,Red,ESP
Clos Pons,2018,3288432,Jan Petit 2018,3.4,37,6.1,Costers del Segre,Tempranillo,False,Spain,Red,ESP
Familia Torres,2019,2620,Viña Sol Blanco 2019,3.4,39,6.1,Cataluña,Tempranillo,False,Spain,White,ESP
Viña Bujanda,2018,1219458,Rioja Crianza 2018,3.8,141,6.1,Rioja,Tempranillo,False,Spain,Red,ESP
Celler Cooperatiu d'Espolla,N.V.,2821323,Moscatell d'Empordà N.V.,3.9,88,6.1,Empordà,Tempranillo,False,Spain,Dessert,ESP
Sameirás,2016,1670874,Viña do Avó Bianco 2016,3.5,43,6.1,Ribeiro,Tempranillo,False,Spain,White,ESP
Artuke,2020,2152418,Rioja 2020,3.8,396,6.1,Rioja,Tempranillo,False,Spain,Red,ESP
Gran Feudo,2018,1136073,Chardonnay 2018,3.5,108,6.1,Navarra,Tempranillo,False,Spain,White,ESP
Valdespino,N.V.,2033306,Tres Cortados Medium Dry N.V.,3.8,27,6.1,Jerez-Xérès-Sherry,Tempranillo,False,Spain,Fortified,ESP
Fariña,2021,2045160,Primero 2021,3.7,85,6.1,Toro,Tempranillo,False,Spain,Red,ESP
Beronia,2018,20796,Rioja Crianza 2018,3.6,810,6.11,Rioja,Tempranillo,False,Spain,Red,ESP
Albet i Noya,2020,79860,Petit Albet Penedès Blanc 2020,3.4,33,6.15,Panadés,Tempranillo,False,Spain,White,ESP
Raimat,2020,1275476,Castell de Raimat Chardonnay 2020,3.6,394,6.15,Costers del Segre,Tempranillo,False,Spain,White,ESP
Bodega de Bardos,2020,6560205,Rueda Verdejo 2020,4.0,629,6.15,Rueda,Tempranillo,False,Spain,White,ESP
Alsina & Sarda,2019,3392138,Finca Cal Janes Merlot 2019,3.9,50,6.15,Panadés,Tempranillo,False,Spain,Red,ESP
Estancia Piedra,2019,7052007,Cantadal Joven 2019,3.1,108,6.15,Toro,Tempranillo,False,Spain,Red,ESP
Juan Gil,2019,1134571,Jumilla Yellow Label 2019,3.8,1061,6.17,Jumilla,Tempranillo,False,Spain,Red,ESP
Pasión,2019,6176162,Bobal Rosé 2019,3.7,67,6.17,Utiel-Requena,Tempranillo,False,Spain,Rose,ESP
El Coto,2015,8619,Crianza 2015,3.6,8952,6.17,Rioja Alavesa,Tempranillo,False,Spain,Red,ESP
Gran Recosind,2016,1248739,Criança 2016,3.5,88,6.18,Empordà,Tempranillo,False,Spain,Red,ESP
Agusti Torello Mata,2019,2286576,Xic Xarel-lo 2019,3.5,267,6.19,Panadés,Tempranillo,False,Spain,White,ESP
Castillo Perelada,2019,2352415,Empordà Jardins Negre 2019,3.3,144,6.2,Empordà,Tempranillo,False,Spain,Red,ESP
Gran Ducay,N.V.,2716726,Cava Brut Nature Reserva N.V.,3.7,81,6.2,Cava,Tempranillo,False,Spain,Sparkling,ESP
Marqués de Cáceres,2020,1623960,Rioja Ecológico Bio 2020,3.6,61,6.2,Rioja,Tempranillo,False,Spain,Red,ESP
La Maldita,2018,2723412,Garnacha 2018,3.6,1105,6.2,Rioja,Tempranillo,False,Spain,Red,ESP
Alvear,N.V.,734281,CB Fino Pedro Ximenez N.V.,3.4,417,6.2,Montilla-Moriles,Tempranillo,False,Spain,Fortified,ESP
Baluarte,2020,1469886,Verdejo 2020,3.8,48,6.2,Rueda,Tempranillo,False,Spain,White,ESP
Estancia Piedra,2020,7052007,Cantadal Joven 2020,3.5,78,6.2,Toro,Tempranillo,False,Spain,Red,ESP
Albet i Noya,2019,2598844,Petit Albet Clàssic Penedès Brut 2019,3.7,48,6.2,Panadés,Tempranillo,False,Spain,Sparkling,ESP
Protos,2019,1135273,Rosado (Clarete) 2019,3.5,255,6.2,Cigales,Tempranillo,False,Spain,Rose,ESP
Bodegas Cosme Palacio,2018,2260236,Glorioso  Rioja Crianza 2018,3.8,37,6.2,Rioja,Tempranillo,False,Spain,Red,ESP
Viña Zorzal,2020,3409201,Garnacha Rosé 2020,3.5,122,6.2,Navarra,Tempranillo,False,Spain,Rose,ESP
Bernavi,2019,7252500,Xalera Blanco 2019,3.8,53,6.2,Terra Alta,Tempranillo,False,Spain,White,ESP
Bodega Emina,2020,2411048,Sauvignon Blanc 2020,3.8,30,6.2,Rueda,Tempranillo,False,Spain,White,ESP
Beronia,2019,1517255,Rioja Viura 2019,3.7,122,6.2,Rioja,Tempranillo,False,Spain,White,ESP
Celler Masroig,2020,1737208,Les Sorts Jove 2020,3.3,64,6.2,Montsant,Tempranillo,False,Spain,Red,ESP
Gran Ducay,N.V.,1153821,Cava Brut Nature Rosado N.V.,3.4,164,6.2,Cava,Tempranillo,False,Spain,Sparkling,ESP
Beronia,2020,1517255,Rioja Viura 2020,3.6,39,6.2,Rioja,Tempranillo,False,Spain,White,ESP
Bernavi,2019,7448017,Xalera Rosat 2019,3.7,52,6.2,Vino de España,Tempranillo,False,Spain,Rose,ESP
Angel Lorenzo Cachazo,2020,1277067,Martivilli Verdejo 2020,3.6,102,6.2,Rueda,Tempranillo,False,Spain,White,ESP
Hacienda López de Haro,2018,1224522,Crianza 2018,3.7,1699,6.2,Rioja,Tempranillo,False,Spain,Red,ESP
Bernavi,2019,6574923,Xalera Tinto 2019,3.3,65,6.2,Terra Alta,Tempranillo,False,Spain,Red,ESP
Agusti Torello Mata,2020,2286576,Xic Xarel-lo 2020,3.6,52,6.2,Panadés,Tempranillo,False,Spain,White,ESP
Pittacum,2020,2758426,Petit Pittacum 2020,3.7,116,6.21,Bierzo,Tempranillo,False,Spain,Red,ESP
Covitoro,2016,1164451,Gran Cermeño Crianza 2016,3.6,101,6.21,Toro,Tempranillo,False,Spain,Red,ESP
Telmo Rodriguez,2016,63154,Basa Blanco 2016,3.8,1169,6.23,Rueda,Tempranillo,False,Spain,White,ESP
Shaya,2019,1288726,Arindo 2019,3.7,106,6.23,Rueda,Tempranillo,False,Spain,White,ESP
Toresanas,2017,3797044,Orot Roble 2017,3.8,50,6.25,Toro,Tempranillo,False,Spain,Red,ESP
Breca,2018,5748100,Garnacha de Fuego 2018,3.6,737,6.25,Calatayud,Tempranillo,False,Spain,Red,ESP
Cune (CVNE),2018,1135311,Crianza 2018,3.6,2247,6.25,Rioja,Tempranillo,False,Spain,Red,ESP
Lustau,N.V.,1170118,La Ina Fino N.V.,3.5,1710,6.25,Jerez-Xérès-Sherry,Tempranillo,False,Spain,Fortified,ESP
Bodegas Care,2019,1246882,Tinto Roble Garnacha - Syrah 2019,3.9,131,6.25,Cariñena,Tempranillo,False,Spain,Red,ESP
Baluarte,2019,6312212,Rosado 2019,3.6,40,6.25,Navarra,Tempranillo,False,Spain,Rose,ESP
Bodegas Olarra,2020,1664296,Añares Terra Nova Verdejo 2020,3.6,59,6.25,Rueda,Tempranillo,False,Spain,White,ESP
Carlos Serres,2018,1525045,Rioja Crianza 2018,3.9,729,6.25,Rioja,Tempranillo,False,Spain,Red,ESP
Pago Casa del Blanco,2020,1438686,Pilas Bonas Chardonnay - Sauvignon Blanc 2020,3.7,26,6.25,Casa del Blanco,Tempranillo,False,Spain,White,ESP
Monasterio de Las Vinas,2016,2210645,Reserva 2016,3.8,467,6.25,Cariñena,Tempranillo,False,Spain,Red,ESP
Baron de Ley,2020,1149020,Rioja Rosado 2020,3.6,136,6.25,Rioja,Tempranillo,False,Spain,Rose,ESP
Celler de Capçanes,2020,1658874,Mas Donis Rosat Montsant 2020,3.6,56,6.25,Montsant,Tempranillo,False,Spain,Rose,ESP
Señorío de Benidorm,2019,3679621,Roble Monastrell - Syrah 2019,3.5,43,6.25,Alicante,Tempranillo,False,Spain,Red,ESP
El Coto,2018,8619,Crianza 2018,3.5,97,6.25,Rioja Alavesa,Tempranillo,False,Spain,Red,ESP
Mas Foraster,2020,4001657,Josep Foraster els Nanos Collita 2020,2.8,126,6.25,Conca de Barberà,Tempranillo,False,Spain,Red,ESP
Olivares,2020,2263226,Rosado 2020,3.6,159,6.25,Jumilla,Tempranillo,False,Spain,Rose,ESP
Viña Real,2019,3614008,Rioja Rosado 2019,3.4,56,6.25,Rioja,Tempranillo,False,Spain,Rose,ESP
Portia,2019,4406501,Roble 2019,3.6,101,6.25,Ribera del Duero,Tempranillo,False,Spain,Red,ESP
Arzuaga,2018,8383829,Pago Mota Chardonnay 2018,3.7,51,6.26,Vino de España,Tempranillo,False,Spain,White,ESP
Marqués de la Concordia,2019,1223704,Vega de La Reina Verdejo 2019,3.8,539,6.26,Rueda,Tempranillo,False,Spain,White,ESP
Castaño,2019,85758,Hécula Monastrell 2019,3.5,528,6.26,Yecla,Tempranillo,False,Spain,Red,ESP
Bodegas Cosme Palacio,2017,2260236,Glorioso  Rioja Crianza 2017,3.6,126,6.27,Rioja,Tempranillo,False,Spain,Red,ESP
Bodega Iniesta,2018,6776318,Corazón Loco Bobal 2018,3.5,87,6.28,Manchuela,Tempranillo,False,Spain,Red,ESP
Castaño,2017,5610531,Monastrell 2017,3.3,318,6.28,Yecla,Tempranillo,False,Spain,Red,ESP
Familia Torres,2017,1152206,Coronas Crianza 2017,3.8,582,6.28,Cataluña,Tempranillo,False,Spain,Red,ESP
La Guita,N.V.,3940804,En Rama N.V.,3.8,235,6.28,Manzanilla,Tempranillo,False,Spain,Fortified,ESP
